model,date,iterations,batch_size,training_time,bbox_AP,keypoint_on,dataset,ROI_HEADS_NAME,model_zoo,total_loss,loss_box_reg,loss_cls,loss_arrow_reg,validation_count,box_precision,box_recall,box_f1,class_sensitivity
clever_villani,2023-09-09 23:14:11,3000,10,7628.445127487183,58.50243354708324,True,datasets/hdBPMN-icdar2021,SketchROIHeads,faster_rcnn_X_101_32x8d_FPN_3x,0.42773245502030477,0.16621310263872147,0.08803059160709381,0.09465307742357254,102,0.7377094972067039,0.7731264637002342,0.7550028587764436,0.96932979931844
practical_wilson,2023-09-10 13:36:55,3000,10,8423.267805814743,54.32569187314482,True,datasets/hdBPMN-icdar2021,StandardROIHeads,faster_rcnn_X_101_32x8d_FPN_3x,3.4343186852056533,0.24152300506830215,0.15312638133764267,,102,0.7239349775784754,0.7561475409836066,0.7396907216494845,0.962059620596206
great_swirles,2023-09-13 18:27:36,3000,10,7605.119175195694,59.263376553517766,False,datasets/hdBPMN-icdar2021,StandardROIHeads,faster_rcnn_X_101_32x8d_FPN_3x,0.31228979624575004,0.16020552814006805,0.08187834918498993,,102,0.7458810388159732,0.7819086651053864,0.7634700585965414,0.9726694122051666
amazing_ramanujan,2023-09-11 15:49:36,30000,10,79013.24699425697,60.110533049085134,True,datasets/hdBPMN-icdar2021,SketchROIHeads,faster_rcnn_X_101_32x8d_FPN_3x,0.15746684471378103,0.0634947381913662,0.03077342640608549,0.033223144710063934,102,0.7744988864142539,0.8144028103044496,0.7939497716894977,0.9744787922358016
